id,fecha,fecha_hora,sentimiento,usuario
1520548738812551176,2022-04-30,2022-04-30 23:40:44+00:00,NEU,@petrogustavo
1520527062301388800,2022-04-30,2022-04-30 22:14:36+00:00,NEU,@petrogustavo
1520526213210591234,2022-04-30,2022-04-30 22:11:13+00:00,NEU,@petrogustavo
1520524896027267074,2022-04-30,2022-04-30 22:05:59+00:00,POS,@petrogustavo
1520522792818651139,2022-04-30,2022-04-30 21:57:38+00:00,NEU,@petrogustavo
1520499476779225089,2022-04-30,2022-04-30 20:24:59+00:00,NEU,@petrogustavo
1520430113522921473,2022-04-30,2022-04-30 15:49:21+00:00,NEU,@petrogustavo
1520418478687236097,2022-04-30,2022-04-30 15:03:07+00:00,NEU,@petrogustavo
1520417600131551232,2022-04-30,2022-04-30 14:59:38+00:00,NEU,@petrogustavo
1520388947888812034,2022-04-30,2022-04-30 13:05:47+00:00,NEU,@petrogustavo
1520215782684250113,2022-04-30,2022-04-30 01:37:41+00:00,NEU,@petrogustavo
1520215129375358976,2022-04-30,2022-04-30 01:35:05+00:00,NEU,@petrogustavo
1520214489219616768,2022-04-30,2022-04-30 01:32:33+00:00,NEU,@petrogustavo
1520213828407119872,2022-04-30,2022-04-30 01:29:55+00:00,NEU,@petrogustavo
1520202503870160897,2022-04-30,2022-04-30 00:44:55+00:00,POS,@petrogustavo
1520198385017438213,2022-04-30,2022-04-30 00:28:33+00:00,NEU,@petrogustavo
1520153534737620992,2022-04-29,2022-04-29 21:30:20+00:00,NEU,@petrogustavo
1520142334343749633,2022-04-29,2022-04-29 20:45:50+00:00,NEU,@petrogustavo
1520069969576345600,2022-04-29,2022-04-29 15:58:16+00:00,NEU,@petrogustavo
1519653462442528769,2022-04-28,2022-04-28 12:23:13+00:00,POS,@petrogustavo
1519443743073615880,2022-04-27,2022-04-27 22:29:52+00:00,NEU,@petrogustavo
1519375656118804481,2022-04-27,2022-04-27 17:59:19+00:00,POS,@petrogustavo
1519335508710760448,2022-04-27,2022-04-27 15:19:47+00:00,NEU,@petrogustavo
1519326209133400071,2022-04-27,2022-04-27 14:42:50+00:00,NEU,@petrogustavo
1519317957079453697,2022-04-27,2022-04-27 14:10:03+00:00,NEG,@petrogustavo
1519299439545962498,2022-04-27,2022-04-27 12:56:28+00:00,NEG,@petrogustavo
1519298648286408705,2022-04-27,2022-04-27 12:53:19+00:00,NEU,@petrogustavo
1519295395859505158,2022-04-27,2022-04-27 12:40:24+00:00,NEU,@petrogustavo
1519294356951285760,2022-04-27,2022-04-27 12:36:16+00:00,NEG,@petrogustavo
1519113232430075907,2022-04-27,2022-04-27 00:36:33+00:00,NEU,@petrogustavo
1519107394093166593,2022-04-27,2022-04-27 00:13:21+00:00,NEU,@petrogustavo
1519082400449544193,2022-04-26,2022-04-26 22:34:02+00:00,NEG,@petrogustavo
1519069157379223553,2022-04-26,2022-04-26 21:41:24+00:00,NEU,@petrogustavo
1519026524858593280,2022-04-26,2022-04-26 18:52:00+00:00,NEU,@petrogustavo
1519014097957924865,2022-04-26,2022-04-26 18:02:37+00:00,POS,@petrogustavo
1519008077248352257,2022-04-26,2022-04-26 17:38:42+00:00,NEU,@petrogustavo
1518945145105920001,2022-04-26,2022-04-26 13:28:37+00:00,NEU,@petrogustavo
1518945142346067968,2022-04-26,2022-04-26 13:28:37+00:00,NEU,@petrogustavo
1518945139472965632,2022-04-26,2022-04-26 13:28:36+00:00,NEG,@petrogustavo
1518928586987778050,2022-04-26,2022-04-26 12:22:50+00:00,NEG,@petrogustavo
1518922384924938240,2022-04-26,2022-04-26 11:58:11+00:00,POS,@petrogustavo
1518654729777254400,2022-04-25,2022-04-25 18:14:37+00:00,NEG,@petrogustavo
1518559822903488515,2022-04-25,2022-04-25 11:57:29+00:00,NEG,@petrogustavo
1518558099895992322,2022-04-25,2022-04-25 11:50:39+00:00,NEU,@petrogustavo
1518407775017177091,2022-04-25,2022-04-25 01:53:18+00:00,POS,@petrogustavo
1518399780271050756,2022-04-25,2022-04-25 01:21:32+00:00,POS,@petrogustavo
1518384501914849280,2022-04-25,2022-04-25 00:20:50+00:00,NEG,@petrogustavo
1518375702642450433,2022-04-24,2022-04-24 23:45:52+00:00,NEU,@petrogustavo
1518374513490423808,2022-04-24,2022-04-24 23:41:08+00:00,NEU,@petrogustavo
1518370010074386432,2022-04-24,2022-04-24 23:23:15+00:00,NEU,@petrogustavo
1518368124441141249,2022-04-24,2022-04-24 23:15:45+00:00,NEU,@petrogustavo
1518348860929753094,2022-04-24,2022-04-24 21:59:12+00:00,NEU,@petrogustavo
1518326032276799490,2022-04-24,2022-04-24 20:28:29+00:00,NEU,@petrogustavo
1518313418649968642,2022-04-24,2022-04-24 19:38:22+00:00,NEU,@petrogustavo
1518305294706790400,2022-04-24,2022-04-24 19:06:05+00:00,NEU,@petrogustavo
1518265037755928576,2022-04-24,2022-04-24 16:26:07+00:00,POS,@petrogustavo
1518249243370299392,2022-04-24,2022-04-24 15:23:21+00:00,NEU,@petrogustavo
1518207882180845570,2022-04-24,2022-04-24 12:39:00+00:00,NEU,@petrogustavo
1518060133439488002,2022-04-24,2022-04-24 02:51:54+00:00,POS,@petrogustavo
1518025359475843073,2022-04-24,2022-04-24 00:33:43+00:00,NEU,@petrogustavo
1518022631781511168,2022-04-24,2022-04-24 00:22:53+00:00,NEU,@petrogustavo
1518016941729976321,2022-04-24,2022-04-24 00:00:16+00:00,NEU,@petrogustavo
1517996852590874625,2022-04-23,2022-04-23 22:40:27+00:00,POS,@petrogustavo
1517994655106875392,2022-04-23,2022-04-23 22:31:43+00:00,NEU,@petrogustavo
1517986392227340289,2022-04-23,2022-04-23 21:58:53+00:00,POS,@petrogustavo
1517971662674800640,2022-04-23,2022-04-23 21:00:21+00:00,NEU,@petrogustavo
1517917976720257025,2022-04-23,2022-04-23 17:27:01+00:00,POS,@petrogustavo
1517901854499348481,2022-04-23,2022-04-23 16:22:58+00:00,NEU,@petrogustavo
1517892596986781703,2022-04-23,2022-04-23 15:46:10+00:00,NEG,@petrogustavo
1517862609294401537,2022-04-23,2022-04-23 13:47:01+00:00,NEG,@petrogustavo
1517854210561351680,2022-04-23,2022-04-23 13:13:38+00:00,NEU,@petrogustavo
1517835285391941639,2022-04-23,2022-04-23 11:58:26+00:00,NEG,@petrogustavo
1517833346369441792,2022-04-23,2022-04-23 11:50:44+00:00,NEU,@petrogustavo
1517830800095465473,2022-04-23,2022-04-23 11:40:37+00:00,POS,@petrogustavo
1517696461861011457,2022-04-23,2022-04-23 02:46:48+00:00,NEU,@petrogustavo
1517695508420169732,2022-04-23,2022-04-23 02:43:01+00:00,POS,@petrogustavo
1517694556938153984,2022-04-23,2022-04-23 02:39:14+00:00,NEG,@petrogustavo
1517690255813582857,2022-04-23,2022-04-23 02:22:08+00:00,NEG,@petrogustavo
1517667500212822020,2022-04-23,2022-04-23 00:51:43+00:00,POS,@petrogustavo
1517655186763882499,2022-04-23,2022-04-23 00:02:47+00:00,POS,@petrogustavo
1517650054596730885,2022-04-22,2022-04-22 23:42:24+00:00,NEU,@petrogustavo
1517617686716588034,2022-04-22,2022-04-22 21:33:47+00:00,NEU,@petrogustavo
1517616155619377152,2022-04-22,2022-04-22 21:27:42+00:00,NEU,@petrogustavo
1517590559677898752,2022-04-22,2022-04-22 19:45:59+00:00,NEU,@petrogustavo
1517584235388882948,2022-04-22,2022-04-22 19:20:51+00:00,NEU,@petrogustavo
1517539395175428097,2022-04-22,2022-04-22 16:22:40+00:00,NEU,@petrogustavo
1517511597299834882,2022-04-22,2022-04-22 14:32:13+00:00,NEG,@petrogustavo
1517307164221743107,2022-04-22,2022-04-22 00:59:52+00:00,NEU,@petrogustavo
1517258592365293572,2022-04-21,2022-04-21 21:46:52+00:00,NEU,@petrogustavo
1517253916894900234,2022-04-21,2022-04-21 21:28:17+00:00,NEG,@petrogustavo
1517249487470800898,2022-04-21,2022-04-21 21:10:41+00:00,NEU,@petrogustavo
1517150955602530304,2022-04-21,2022-04-21 14:39:09+00:00,NEU,@petrogustavo
1517140749384441858,2022-04-21,2022-04-21 13:58:36+00:00,NEG,@petrogustavo
1517110468946579456,2022-04-21,2022-04-21 11:58:17+00:00,NEU,@petrogustavo
1517110466534952962,2022-04-21,2022-04-21 11:58:16+00:00,NEG,@petrogustavo
1517107918528724992,2022-04-21,2022-04-21 11:48:08+00:00,NEG,@petrogustavo
1516909689920970755,2022-04-20,2022-04-20 22:40:27+00:00,NEU,@petrogustavo
1516846089990815750,2022-04-20,2022-04-20 18:27:44+00:00,NEG,@petrogustavo
1516768351292432388,2022-04-20,2022-04-20 13:18:49+00:00,NEU,@petrogustavo
1516621569040306186,2022-04-20,2022-04-20 03:35:34+00:00,NEG,@petrogustavo
1516561290172551169,2022-04-19,2022-04-19 23:36:02+00:00,NEU,@petrogustavo
1516515734284902405,2022-04-19,2022-04-19 20:35:01+00:00,POS,@petrogustavo
1516512210968850434,2022-04-19,2022-04-19 20:21:01+00:00,NEG,@petrogustavo
1516494094788354058,2022-04-19,2022-04-19 19:09:01+00:00,NEU,@petrogustavo
1516491520874012684,2022-04-19,2022-04-19 18:58:48+00:00,NEG,@petrogustavo
1516417672870866954,2022-04-19,2022-04-19 14:05:21+00:00,POS,@petrogustavo
1516387895183122439,2022-04-19,2022-04-19 12:07:01+00:00,NEU,@petrogustavo
1516374900994449408,2022-04-19,2022-04-19 11:15:23+00:00,NEG,@petrogustavo
1516224829715795973,2022-04-19,2022-04-19 01:19:04+00:00,NEG,@petrogustavo
1516215732803145729,2022-04-19,2022-04-19 00:42:55+00:00,NEG,@petrogustavo
1516180803629236225,2022-04-18,2022-04-18 22:24:07+00:00,NEG,@petrogustavo
1516174780625559558,2022-04-18,2022-04-18 22:00:11+00:00,POS,@petrogustavo
1516129550165499919,2022-04-18,2022-04-18 19:00:27+00:00,NEU,@petrogustavo
1516112147301941249,2022-04-18,2022-04-18 17:51:18+00:00,NEU,@petrogustavo
1516056943399428096,2022-04-18,2022-04-18 14:11:56+00:00,NEG,@petrogustavo
1515889037357289473,2022-04-18,2022-04-18 03:04:45+00:00,NEU,@petrogustavo
1515773595984842761,2022-04-17,2022-04-17 19:26:01+00:00,POS,@petrogustavo
1515769019323883522,2022-04-17,2022-04-17 19:07:50+00:00,NEU,@petrogustavo
1515749708509110279,2022-04-17,2022-04-17 17:51:06+00:00,NEG,@petrogustavo
1515735323397042178,2022-04-17,2022-04-17 16:53:56+00:00,NEU,@petrogustavo
1515735321375297536,2022-04-17,2022-04-17 16:53:56+00:00,NEG,@petrogustavo
1515717170101211136,2022-04-17,2022-04-17 15:41:48+00:00,NEG,@petrogustavo
1515707074545651721,2022-04-17,2022-04-17 15:01:41+00:00,NEU,@petrogustavo
1515673414438207488,2022-04-17,2022-04-17 12:47:56+00:00,POS,@petrogustavo
1515673411749658632,2022-04-17,2022-04-17 12:47:55+00:00,NEU,@petrogustavo
1515492964658778113,2022-04-17,2022-04-17 00:50:53+00:00,NEU,@petrogustavo
1515492962876248068,2022-04-17,2022-04-17 00:50:53+00:00,NEU,@petrogustavo
1515480331415171073,2022-04-17,2022-04-17 00:00:41+00:00,NEU,@petrogustavo
1515462107323584519,2022-04-16,2022-04-16 22:48:16+00:00,NEU,@petrogustavo
1515462106014965765,2022-04-16,2022-04-16 22:48:16+00:00,NEU,@petrogustavo
1515440464903688202,2022-04-16,2022-04-16 21:22:17+00:00,NEG,@petrogustavo
1515436101787439113,2022-04-16,2022-04-16 21:04:56+00:00,NEU,@petrogustavo
1515431364614668298,2022-04-16,2022-04-16 20:46:07+00:00,NEU,@petrogustavo
1515421271177277443,2022-04-16,2022-04-16 20:06:00+00:00,NEU,@petrogustavo
1515402876922863624,2022-04-16,2022-04-16 18:52:55+00:00,NEU,@petrogustavo
1515396508824256522,2022-04-16,2022-04-16 18:27:37+00:00,NEU,@petrogustavo
1515384705125920773,2022-04-16,2022-04-16 17:40:42+00:00,NEG,@petrogustavo
1515340761453182978,2022-04-16,2022-04-16 14:46:05+00:00,NEG,@petrogustavo
1515340759729324032,2022-04-16,2022-04-16 14:46:05+00:00,NEG,@petrogustavo
1515176155355230208,2022-04-16,2022-04-16 03:52:00+00:00,NEU,@petrogustavo
1515128246681149442,2022-04-16,2022-04-16 00:41:38+00:00,NEU,@petrogustavo
1515127676708794372,2022-04-16,2022-04-16 00:39:22+00:00,NEG,@petrogustavo
1515118953575682055,2022-04-16,2022-04-16 00:04:42+00:00,NEU,@petrogustavo
1515111504210808839,2022-04-15,2022-04-15 23:35:06+00:00,NEU,@petrogustavo
1515094730912284687,2022-04-15,2022-04-15 22:28:27+00:00,NEU,@petrogustavo
1515081670059339777,2022-04-15,2022-04-15 21:36:33+00:00,POS,@petrogustavo
1514970386034790405,2022-04-15,2022-04-15 14:14:21+00:00,POS,@petrogustavo
1514746970069471239,2022-04-14,2022-04-14 23:26:34+00:00,NEU,@petrogustavo
1514737525126045697,2022-04-14,2022-04-14 22:49:03+00:00,NEG,@petrogustavo
1514737523624394753,2022-04-14,2022-04-14 22:49:02+00:00,NEG,@petrogustavo
1514667990536658953,2022-04-14,2022-04-14 18:12:44+00:00,NEU,@petrogustavo
1514579333356167168,2022-04-14,2022-04-14 12:20:27+00:00,NEU,@petrogustavo
1514579330919239682,2022-04-14,2022-04-14 12:20:26+00:00,NEU,@petrogustavo
1514564438640185348,2022-04-14,2022-04-14 11:21:16+00:00,NEG,@petrogustavo
1514434543197069317,2022-04-14,2022-04-14 02:45:06+00:00,NEU,@petrogustavo
1514426500526841856,2022-04-14,2022-04-14 02:13:09+00:00,NEG,@petrogustavo
1514399302415749126,2022-04-14,2022-04-14 00:25:04+00:00,NEG,@petrogustavo
1514372581830369294,2022-04-13,2022-04-13 22:38:53+00:00,NEG,@petrogustavo
1514372579741548556,2022-04-13,2022-04-13 22:38:53+00:00,NEU,@petrogustavo
1514372577300467716,2022-04-13,2022-04-13 22:38:52+00:00,NEU,@petrogustavo
1514372575450873864,2022-04-13,2022-04-13 22:38:52+00:00,NEU,@petrogustavo
1514362054416732169,2022-04-13,2022-04-13 21:57:03+00:00,NEG,@petrogustavo
1514358563459809288,2022-04-13,2022-04-13 21:43:11+00:00,NEG,@petrogustavo
1514355048561655810,2022-04-13,2022-04-13 21:29:13+00:00,NEU,@petrogustavo
1514355046485532688,2022-04-13,2022-04-13 21:29:13+00:00,NEU,@petrogustavo
1514354045737127936,2022-04-13,2022-04-13 21:25:14+00:00,NEG,@petrogustavo
1514347243570180101,2022-04-13,2022-04-13 20:58:12+00:00,NEU,@petrogustavo
1514342299957923853,2022-04-13,2022-04-13 20:38:34+00:00,NEU,@petrogustavo
1514334690286710784,2022-04-13,2022-04-13 20:08:19+00:00,NEG,@petrogustavo
1514320510687055879,2022-04-13,2022-04-13 19:11:59+00:00,NEU,@petrogustavo
1514295992853663757,2022-04-13,2022-04-13 17:34:33+00:00,NEU,@petrogustavo
1514292582112768010,2022-04-13,2022-04-13 17:21:00+00:00,NEU,@petrogustavo
1514269921064144898,2022-04-13,2022-04-13 15:50:57+00:00,NEU,@petrogustavo
1514269919206072328,2022-04-13,2022-04-13 15:50:57+00:00,NEG,@petrogustavo
1514269917754933249,2022-04-13,2022-04-13 15:50:56+00:00,NEU,@petrogustavo
1514269916236554246,2022-04-13,2022-04-13 15:50:56+00:00,NEU,@petrogustavo
1514254925341016072,2022-04-13,2022-04-13 14:51:22+00:00,NEG,@petrogustavo
1514221888112840712,2022-04-13,2022-04-13 12:40:05+00:00,NEG,@petrogustavo
1514219455634624516,2022-04-13,2022-04-13 12:30:25+00:00,NEG,@petrogustavo
1514211015965257729,2022-04-13,2022-04-13 11:56:53+00:00,NEU,@petrogustavo
1514211014757208070,2022-04-13,2022-04-13 11:56:53+00:00,NEU,@petrogustavo
1514211013268234243,2022-04-13,2022-04-13 11:56:52+00:00,NEU,@petrogustavo
1514211010898497547,2022-04-13,2022-04-13 11:56:52+00:00,NEU,@petrogustavo
1514085460401922049,2022-04-13,2022-04-13 03:37:58+00:00,NEU,@petrogustavo
1514069509841240065,2022-04-13,2022-04-13 02:34:35+00:00,NEU,@petrogustavo
1514065999724781574,2022-04-13,2022-04-13 02:20:38+00:00,NEU,@petrogustavo
1514044545671086085,2022-04-13,2022-04-13 00:55:23+00:00,NEG,@petrogustavo
1514011129483304961,2022-04-12,2022-04-12 22:42:36+00:00,NEU,@petrogustavo
1514001179671474176,2022-04-12,2022-04-12 22:03:04+00:00,NEU,@petrogustavo
1513913010045210635,2022-04-12,2022-04-12 16:12:43+00:00,NEU,@petrogustavo
1513896192085839876,2022-04-12,2022-04-12 15:05:53+00:00,POS,@petrogustavo
1513676499043368968,2022-04-12,2022-04-12 00:32:54+00:00,POS,@petrogustavo
1513658326462128140,2022-04-11,2022-04-11 23:20:42+00:00,POS,@petrogustavo
1513646122903949315,2022-04-11,2022-04-11 22:32:12+00:00,NEU,@petrogustavo
1513605419876458496,2022-04-11,2022-04-11 19:50:28+00:00,NEG,@petrogustavo
1513355894553296899,2022-04-11,2022-04-11 03:18:56+00:00,NEU,@petrogustavo
1513341242582654985,2022-04-11,2022-04-11 02:20:43+00:00,NEU,@petrogustavo
1513337055228608512,2022-04-11,2022-04-11 02:04:05+00:00,NEG,@petrogustavo
1513265558556401672,2022-04-10,2022-04-10 21:19:58+00:00,NEG,@petrogustavo
1513258585341497351,2022-04-10,2022-04-10 20:52:16+00:00,NEG,@petrogustavo
1513254065240948736,2022-04-10,2022-04-10 20:34:18+00:00,NEU,@petrogustavo
1513136266543607809,2022-04-10,2022-04-10 12:46:13+00:00,NEU,@petrogustavo
1512965751606493187,2022-04-10,2022-04-10 01:28:39+00:00,NEU,@petrogustavo
1512953581871190016,2022-04-10,2022-04-10 00:40:17+00:00,NEG,@petrogustavo
1512945309919367172,2022-04-10,2022-04-10 00:07:25+00:00,NEG,@petrogustavo
1512944283078340611,2022-04-10,2022-04-10 00:03:20+00:00,NEU,@petrogustavo
1512935726043779078,2022-04-09,2022-04-09 23:29:20+00:00,NEU,@petrogustavo
1512925398945959936,2022-04-09,2022-04-09 22:48:18+00:00,NEU,@petrogustavo
1512921462516158464,2022-04-09,2022-04-09 22:32:40+00:00,NEG,@petrogustavo
1512918354717200391,2022-04-09,2022-04-09 22:20:19+00:00,NEU,@petrogustavo
1512914534457085952,2022-04-09,2022-04-09 22:05:08+00:00,NEG,@petrogustavo
1512912594285346816,2022-04-09,2022-04-09 21:57:25+00:00,NEU,@petrogustavo
1512895396875575298,2022-04-09,2022-04-09 20:49:05+00:00,NEU,@petrogustavo
1512893305486520329,2022-04-09,2022-04-09 20:40:46+00:00,NEG,@petrogustavo
1512890186832691204,2022-04-09,2022-04-09 20:28:23+00:00,NEG,@petrogustavo
1512840398149988360,2022-04-09,2022-04-09 17:10:32+00:00,NEG,@petrogustavo
1512832737371172873,2022-04-09,2022-04-09 16:40:06+00:00,NEG,@petrogustavo
1512826169099538443,2022-04-09,2022-04-09 16:14:00+00:00,NEG,@petrogustavo
1512823840648445959,2022-04-09,2022-04-09 16:04:45+00:00,NEU,@petrogustavo
1512812483823558656,2022-04-09,2022-04-09 15:19:37+00:00,NEU,@petrogustavo
1512809197490089987,2022-04-09,2022-04-09 15:06:33+00:00,NEU,@petrogustavo
1512785883115757569,2022-04-09,2022-04-09 13:33:55+00:00,NEG,@petrogustavo
1512784567593275392,2022-04-09,2022-04-09 13:28:41+00:00,NEG,@petrogustavo
1512783425245257737,2022-04-09,2022-04-09 13:24:09+00:00,NEG,@petrogustavo
1512781341640867840,2022-04-09,2022-04-09 13:15:52+00:00,NEG,@petrogustavo
1512579377560756225,2022-04-08,2022-04-08 23:53:20+00:00,NEG,@petrogustavo
1512571687010770944,2022-04-08,2022-04-08 23:22:47+00:00,NEU,@petrogustavo
1512558309836005376,2022-04-08,2022-04-08 22:29:37+00:00,NEU,@petrogustavo
1512429181216432135,2022-04-08,2022-04-08 13:56:31+00:00,NEU,@petrogustavo
1512406841225056257,2022-04-08,2022-04-08 12:27:44+00:00,NEU,@petrogustavo
1512384009103450112,2022-04-08,2022-04-08 10:57:01+00:00,NEG,@petrogustavo
1512382986108477451,2022-04-08,2022-04-08 10:52:57+00:00,NEU,@petrogustavo
1512239122320175122,2022-04-08,2022-04-08 01:21:17+00:00,NEU,@petrogustavo
1512226973740847106,2022-04-08,2022-04-08 00:33:01+00:00,NEU,@petrogustavo
1512206084689338368,2022-04-07,2022-04-07 23:10:00+00:00,NEU,@petrogustavo
1512155703976382468,2022-04-07,2022-04-07 19:49:48+00:00,NEU,@petrogustavo
1512154897055109131,2022-04-07,2022-04-07 19:46:36+00:00,NEU,@petrogustavo
1512076246347264009,2022-04-07,2022-04-07 14:34:04+00:00,POS,@petrogustavo
1512045749181296654,2022-04-07,2022-04-07 12:32:53+00:00,POS,@petrogustavo
1511890218735050759,2022-04-07,2022-04-07 02:14:52+00:00,NEU,@petrogustavo
1511888727320236035,2022-04-07,2022-04-07 02:08:56+00:00,POS,@petrogustavo
1511882127343767552,2022-04-07,2022-04-07 01:42:43+00:00,NEU,@petrogustavo
1511851232675217421,2022-04-06,2022-04-06 23:39:57+00:00,NEU,@petrogustavo
1511825813938839555,2022-04-06,2022-04-06 21:58:57+00:00,NEG,@petrogustavo
1511811110562934788,2022-04-06,2022-04-06 21:00:31+00:00,NEU,@petrogustavo
1511759859833884681,2022-04-06,2022-04-06 17:36:52+00:00,NEU,@petrogustavo
1511758549902319620,2022-04-06,2022-04-06 17:31:40+00:00,NEU,@petrogustavo
1511742519167565830,2022-04-06,2022-04-06 16:27:58+00:00,POS,@petrogustavo
1511734696866103296,2022-04-06,2022-04-06 15:56:53+00:00,NEU,@petrogustavo
1511506525084258304,2022-04-06,2022-04-06 00:50:12+00:00,NEG,@petrogustavo
1511450188426186752,2022-04-05,2022-04-05 21:06:20+00:00,NEU,@petrogustavo
1511437219122270212,2022-04-05,2022-04-05 20:14:48+00:00,NEU,@petrogustavo
1511419842640990217,2022-04-05,2022-04-05 19:05:45+00:00,NEG,@petrogustavo
1511404127733039110,2022-04-05,2022-04-05 18:03:19+00:00,NEU,@petrogustavo
1511390307748884489,2022-04-05,2022-04-05 17:08:24+00:00,NEU,@petrogustavo
1511363736874983440,2022-04-05,2022-04-05 15:22:49+00:00,NEG,@petrogustavo
1511356366719496192,2022-04-05,2022-04-05 14:53:32+00:00,NEU,@petrogustavo
1511347066332762113,2022-04-05,2022-04-05 14:16:34+00:00,NEU,@petrogustavo
1511311768030691330,2022-04-05,2022-04-05 11:56:18+00:00,NEG,@petrogustavo
1511310828397547528,2022-04-05,2022-04-05 11:52:34+00:00,POS,@petrogustavo
1511308834597449730,2022-04-05,2022-04-05 11:44:39+00:00,NEU,@petrogustavo
1511298775620464642,2022-04-05,2022-04-05 11:04:41+00:00,NEG,@petrogustavo
1511297802395082753,2022-04-05,2022-04-05 11:00:49+00:00,NEG,@petrogustavo
1511112441475878926,2022-04-04,2022-04-04 22:44:15+00:00,NEU,@petrogustavo
1511070696079822853,2022-04-04,2022-04-04 19:58:22+00:00,POS,@petrogustavo
1510771752313540608,2022-04-04,2022-04-04 00:10:29+00:00,NEU,@petrogustavo
1510765389692776458,2022-04-03,2022-04-03 23:45:12+00:00,NEU,@petrogustavo
1510763431401443331,2022-04-03,2022-04-03 23:37:25+00:00,NEG,@petrogustavo
1510751443191488512,2022-04-03,2022-04-03 22:49:47+00:00,NEU,@petrogustavo
1510750664963600387,2022-04-03,2022-04-03 22:46:41+00:00,POS,@petrogustavo
1510747171854995465,2022-04-03,2022-04-03 22:32:48+00:00,NEU,@petrogustavo
1510744128522444805,2022-04-03,2022-04-03 22:20:43+00:00,NEG,@petrogustavo
1510739455862267911,2022-04-03,2022-04-03 22:02:09+00:00,NEU,@petrogustavo
