|id|texto|fecha
29|1520091341321089027|Si Sergio Fajardo no se une a mí, pues yo sigo solo, sin rencor, yo no le meto basura al corazón. #AEstaHora #EnVivo en @revistasemana|2022-04-29 17:23:12+00:00
30|1520090325846532097|Yo no me voy a unir a nadie. A mí me firmaron 2 millones de colombianos como independientes y no puedo traicionarlos uniéndome a un montón de politiqueros, que son los mismos que han desangrado a Colombia, y  hoy están pidiendo un pedazo de poder. #EnVivo en @RevistaSemana|2022-04-29 17:19:10+00:00
31|1520089286808379394|"Soy el terremoto de la política 😎. 
 
#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/j18z5njNJh"|2022-04-29 17:15:02+00:00
32|1520062229823037442|Se necesita que los profesores estén totalmente capacitados para responder con las exigencias tecnológicas. Hay que garantizar una buena alimentación a los niños, niñas y adolescentes, y transporte escolar para que los índices de deserción escolar disminuyan.  @Uniandes.|2022-04-29 15:27:31+00:00
33|1520054290764681220|Lo que hay que hacer es generar trabajo para los papás y las mamás de los niños para que puedan tener un mejor desarrollo de la vida y no sigamos con las desigualdades por políticas que generan los políticos. En el Encuentro nacional de niños, niñas y adolescentes en @Uniandes.|2022-04-29 14:55:58+00:00
34|1520040817683058690|"En mi gobierno, los motociclistas van a tener garantías que les permitan ejercer sus labores 🏍💪🏻.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/MMllVt2rvh"|2022-04-29 14:02:26+00:00
35|1519896862458793986|@StevenMarOsp Escuchar a la muchachada vale cualquier trasnocho ☺️.|2022-04-29 04:30:24+00:00
36|1519889360589668352|La violencia es una consecuencia de la falta de trabajo. En los sitios más violentos es donde los índices de desempleo son más altos. La causa se ataca sustituyendo lo que podemos producir aquí. #AEstaHora🔴 en #ElPaisDeLosJovenes #RodolfoPresidente|2022-04-29 04:00:36+00:00
37|1519815432923922432|"El descaro más grande es que Duque haya querido ponerle IVA al hambre 😒🤦🏼.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/FNxWjsKKf9"|2022-04-28 23:06:50+00:00
38|1519805389302382594|"Esta es la verdadera encuesta📈

Colombianos, voy a ser su presidente!🇨🇴💛💙

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #elecciones2022 https://t.co/LgG6R3ZC8W"|2022-04-28 22:26:56+00:00
39|1519798712339517441|¿Fajardo, a un paso de votar por mí? https://t.co/gWLWERiGED|2022-04-28 22:00:24+00:00
40|1519771494502576128|"No es posible que la muchachada de Colombia busque en el exterior las oportunidades que se les niegan en su propio país 🤦🏼😣. 

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/kqxXaEANMQ"|2022-04-28 20:12:14+00:00
41|1519711930654494720|"Yo insisto en acabar con la corrupción porque es el cáncer que está acabando con Colombia y si no lo detenemos ahora, aquí no habrá futuro para la muchachada. 

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupción #Elecciones2022 https://t.co/UnPRb9Hdbx"|2022-04-28 16:15:33+00:00
42|1519710172293259264|#DelFuturoEspero que aprendamos del pasado y no lo repitamos. Es hora de cambiar la historia: el 29 de mayo daremos el primer paso! #RodolfoPresidente #RodolfoHernandez|2022-04-28 16:08:34+00:00
43|1519704276347461632|#OtroParoEs justo y necesario, pero el verdadero cambio ocurrirá en las urnas este 29 de mayo. Ahí los estaré esperando! #28Abril|2022-04-28 15:45:08+00:00
44|1519691950378688512|"Voy recorriendo el país con mi mapita 🗺 de Colombia impreso, explicando porqué tenemos el mejor lote de Suramérica y preguntando: por qué somos pobres si somos tan ricos? 🤔
Pd: Gracias a los empresarios de Cúcuta por apoyarme ¡No les voy a fallar! 🫶🏻🤩
#RodolfoHernandez https://t.co/fTDy8PA54I"|2022-04-28 14:56:10+00:00
45|1519664234468102144|"Mientras las mafias se dan bala y los niños quedan en medio de los disparos, sufriendo las consecuencias del abandono del Estado, los políticos se abrazan. #28Abril 

https://t.co/ghNnw3f8o8"|2022-04-28 13:06:02+00:00
46|1519662453252046848|"Hasta la nieve es testigo de mi imparable avance ❄️ 
¡Mil gracias por tanto apoyo!🇨🇴🫶🏻

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022
#ColombinosEnElExterior https://t.co/8QLsZOFF66"|2022-04-28 12:58:57+00:00
47|1519660996234825730|#ElParoEs una consecuencia del desgobierno y de las ganas de Duque de ponerle IVA al hambre. Hace un año tumbaron a Carrasquilla, pero casi lo tumban a él. Yo también marché pero, sobre todo, le agradecí a la muchachada por salir a exigir sus derechos en paz, sin violencia! #Tbt https://t.co/wVmmfdomRs|2022-04-28 12:53:10+00:00
48|1519495892151291910|Así es Egan 👏🏻 buen viaje y saludos a la familia 💛💙 https://t.co/EbMcDCfd2T|2022-04-28 01:57:06+00:00
49|1519455845511319558|"Hay que poner a los mismos indígenas, a las mismas comunidades que viven en el Amazonas, a que cuiden la selva amazónica siendo, nada más y nada menos, el pulmón del planeta tierra 🌎🌿.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #elecciones2022 https://t.co/nhWIPBrR63"|2022-04-27 23:17:58+00:00
50|1519413797605318663|"En Colombia los políticos corruptos acaban con el medio ambiente solo para llenarse los bolsillos de plata 🪵💰😒

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 #medioambiente https://t.co/UJlS5Z3hmJ"|2022-04-27 20:30:53+00:00
51|1519396192173666306|"No esperemos hasta el 29 de mayo para que el país empiece a cambiar. #ElCambioComienzaHoy con pequeños buenos actos ❤️‍🩹🙌🏻.

Yo rete a @NataliaParis_ @juanpisrules @TatianaUGirardi @petrogustavo @sergio_fajardo @FicoGutierrez @IBetancourtCol 

Cuáles son sus buenos actos? 👀🙌🏻 https://t.co/mX0gWe2FPW"|2022-04-27 19:20:55+00:00
52|1519384807134081024|"Gracias a la @WRadioColombia por este espacio. Los quiero mucho 💛💙

#RodolfoPresidente #RodolfoEs #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022 https://t.co/Tx6pCAfMaX"|2022-04-27 18:35:41+00:00
53|1519383998052683776|Julio, le cuento que sí voy a llegar. Van a ver! https://t.co/C1QMu2bMHY|2022-04-27 18:32:28+00:00
54|1519369781656363009|@CesarGaviriaT es un descarado, porque cómo así que hace más de 20 años generó un éxodo, acabó los campesinos y ahora se presenta como el salvador de Colombia. @WRadioColombia #RodolfoEs #SigueLaW|2022-04-27 17:35:59+00:00
55|1519366774562639872|La mayoría de los guerrilleros son de origen campesino. Lo que hay que hacer es reactivar el campo, tenemos la tierra, la gente, humedad relativa, latitud y 13 millones de hectáreas desocupadas, entonces ¿por qué no los ponemos a trabajar? @WRadioColombia #RodolfoEs #SigueLaW|2022-04-27 17:24:02+00:00
56|1519366025699106816|Yo soy víctima de la guerrilla, pero eso no quiere decir que yo por llegar a la presidencia de la república me vaya a vengar. Al contrario, estoy listo para ofrecerles a todos los brazos armados de la guerrilla adherirse al proceso de paz.En @WRadioColombia  #RodolfoEs #SigueLaW|2022-04-27 17:21:03+00:00
57|1519365162163224578|A las FARC tiene que juzgarla la JEP y ya llevamos 3 años en eso y es hora de que le metan el acelerador. #AEstaHora 🔴 #EnVivo en @WRadiCcolombia #RodolfoEs #SigueLaW https://t.co/py0ZPYBPGq|2022-04-27 17:17:37+00:00
58|1519318786108710912|"#MeDueleMucho que se sepa cómo fueron los asesinatos cometidos por el ejército, pero nunca se toque al que dio la primera orden. 

#RodolfoPresidente #RodolfoHernandez"|2022-04-27 14:13:20+00:00
59|1519299589081292800|Daniel ¡no le voy a fallar! https://t.co/aEzrAhUe0F|2022-04-27 12:57:03+00:00
60|1519296434918641665|"#NoTieneSentido seguir eligiendo a los mismos de siempre y esperar resultados diferentes🤦🏼‍♂️. 

#RodolfoPresidente #RodolfoHernandez https://t.co/HRthNsFozM"|2022-04-27 12:44:31+00:00
61|1519284697389576192|#Cinismo es que cada día pretendan meterle más y más presupuesto a los sectores como educación y salud, sabiendo que la solución no es esa sino saberla administrar. Quieren más plata para tener que echarse más en los bolsillos.|2022-04-27 11:57:53+00:00
62|1519159324551135237|Como debe ser 👍🏼 https://t.co/w3QUMIYesU|2022-04-27 03:39:42+00:00
63|1519112710608375809|En educación, aquí todo lo resuelven poniendo más presupuesto, pero lo que se necesita saber es quiénes son los administradores de ese presupuesto. Se debe tener gente idónea, gente que genere valor, conocimiento y eficiencia de la plata. 🔴 #EnVivo en #CandidatosAlTablero|2022-04-27 00:34:28+00:00
64|1519110734914981893|El gran esfuerzo que tiene que hacer el estado es darle a los muchachos oportunidades para que puedan estudiar de día y luego de que se gradúen puedan ofertar su conocimiento a la sociedad. #AEstaHora 🔴 #EnVivo en #CandidatosAlTablero https://t.co/UM2JMkZ8ei|2022-04-27 00:26:37+00:00
65|1519072597165719554|"MI PROPUESTA PARA LA MUCHACHADA ENDEUDADA CON EL ICETEX! 📚

La plata de los lujos que le quitemos a los politiqueros servirá para pagar la deuda que tiene la muchachada con el Icetex.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022
#JuventudesConElInge https://t.co/E7JZlQRI0P"|2022-04-26 21:55:04+00:00
66|1518993987306201089|"WILLIAM OSPINA SE VINCULA A MI CAMPAÑA Y EN MI GOBIERNO ESTARÁ A CARGO DEL MINISTERIO DE CULTURA Y MEDIO AMBIENTE 🌿♻️🎭

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #elecciones2022 https://t.co/K5KpFZXxKT"|2022-04-26 16:42:42+00:00
67|1518972249277186050|#NoSoporto que los medios sigan tratando de convencer a la gente de que las únicas dos opciones son Fico y Petro. 🤷🏼‍♂️ #RodolfoPresidente #RodolfoPresidente|2022-04-26 15:16:20+00:00
68|1518966396713066496|"Inicio mi agenda de trabajo en Bogotá con una reunión con jóvenes empresarios. Vamos a poner a producir a Colombia, muchachada!💪🏻🇨🇴

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/gsjHWxvl1D"|2022-04-26 14:53:04+00:00
69|1518935317386043392|#NoSoporto más que los hampones estén despilfarrando y acabando con Colombia 😤 #RodolfoPresidente #RodolfoHernandez|2022-04-26 12:49:34+00:00
70|1518668321310265344|"LE ESTÁ LLEGANDO LA HORA A LOS CORRUPTOS 👏🏻
#RodolfoPresidente #RodolfoHernandez https://t.co/q4swWSkiUY"|2022-04-25 19:08:37+00:00
71|1518654902934908928|Repudio los asesinatos que se están cometiendo contra los miembros de las familias de algunos líderes Rodolfistas. Exijo que las autoridades investiguen y les brinden garantías de seguridad a los colombianos😠. #RodolfoPresidente #RodolfoHernandez|2022-04-25 18:15:18+00:00
72|1518637951210688513|"Colombianos! que este 29 de mayo no nos roben ni un solo voto 🇨🇴💪🏻✒️.

Inscríbase como testigo electoral aquí👇🏻
https://t.co/GsbjwK7Gj8…

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/7MdFx57U5r"|2022-04-25 17:07:57+00:00
73|1518613063292784640|"LA RIQUEZA DE COLOMBIA LA HAN DESPILFARRADO LOS POLITIQUEROS CORRUPTOS PAGANDO SUS LUJOS🫤😠.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/MkltROmUSj"|2022-04-25 15:29:03+00:00
74|1518588275283402752|"¡Colombia va a estar bien cuando sea un país sin hampones! 

#RodolfoPresidente #RodolfoHernandez #FelizLunes https://t.co/tX77rNOgu8"|2022-04-25 13:50:33+00:00
75|1518245673828864003|"Gracias a Bucaramanga y a los comerciantes de la Plaza de la Concordia por su recibimiento😍🤭. Estos son los colombianos que verdaderamente producen y mueven la economía del país💙💛. Comprometen mi gratitud!... Ah! Y gracias por mi juguito de guanábana 🧃🤤

#RodolfoHernandez https://t.co/ENlTJpcJi6"|2022-04-24 15:09:10+00:00
76|1518196889002422273|"Concentran los privilegios en los mismos que hacen las leyes y traicionan los intereses del pueblo colombiano🇨🇴😒. 

Link👇🏻👀
https://t.co/StzxuPNfMn 

#RodolfoHernandez #RodolfoPresidente"|2022-04-24 11:55:19+00:00
77|1517890849404821504|"Es hora de que el gobierno aclare si el general #Zapateiro habla por todas las #FFMM cuando toma posición política electoral, o solo lo hace a cuenta propia abusando del poder que le da su uniforme.

#RodolfoHernandez #RodolfoPresidente"|2022-04-23 15:39:14+00:00
78|1517875042637565953|"Su voto por mí es para que haya deporte, cultura y no drogadicción. Su voto por mi gobierno es para que se promueva el emprendimiento y tengamos empleo en vez de pobreza 🇨🇴⚽️💪🏻.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 https://t.co/uL5U8nizlF"|2022-04-23 14:36:25+00:00
79|1517670119115272198|"Fue un placer haber estado en Cartagena. Gracias a cada medio de comunicación que se tomó el tiempo de invitarme para charlar un rato. Gracias a todas las personas que fueron a verme al debate Cartageneros, comprometen mi gratitud!💛😚💙

#RodolfoPresidente https://t.co/IDzHrjEDHU"|2022-04-23 01:02:08+00:00
80|1517613832524513282|"#VenderHumoEs lo que hacen todos los candidatos en los debates: posan de ""sabelotodo"" y creen resolver el país en respuestas de 1 minuto😒. 

#RodolfoPresidente #RodolfoHernandez #Elecciones2022 https://t.co/gioExP4fXC"|2022-04-22 21:18:28+00:00
81|1517612634002051077|Hoy #DiaDeLaTierra Duque está aprovechándose de la concentración de los colombianos en las elecciones para pasar por debajo de nuestras narices un proyecto que beneficia tributariamente al pdte. MINESA y que pone en riesgo nuestro Páramo de Santurbán.👀con la avaricia de algunos! https://t.co/m4uhlzCZY3|2022-04-22 21:13:42+00:00
