id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
418|1524237070507851777|@analista_32 @zlcj12 @quinterocalle bueno quien sabe que medellín conoce usted  pero nuestro medellín odia a quintero|1031208474863132672||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:51+00:00
419|1524237067596804098|@quinterocalle sobre todo violó los derechos  cuales derechos conchudo no está tan desafiante y feliz gastándose los dineros de la alcaldía apoyando en campaña a su papá petro?excelente por esa acción  falta la revocatoria hp|1186467550756069377||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:50+00:00
420|1524237063750656000|por lo que veo en las reacciones a la suspensión de @quinterocalle  el mejor jefe de debate de @petrogustavo ya no es @ivanduque o @alvarouribevel  ahora la nueva jefe de debate es margarita cabello y la @pgn_col #suspension|190888602||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:49+00:00
421|1524237062630690816|@juanparal @quinterocalle |1000955935211376641||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:49+00:00
422|1524237059984183296|@quinterocalle cuanta razón bro!|128127278||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:48+00:00
423|1524237056741883904|@claudiacarrasq @juan_espinalr @pgn_col @quinterocalle tú acabas de expresar la palabra correcta  “desafiante” participación en política  es arrogante y chocante  pero se siente un fresquito ver que le borraron es risita tan pendeja a ese petrista  lo frenaron en primera y se le activó la suspensión  😌|164994586||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:47+00:00
424|1524237050748321792|@quinterocalle por este video fue que adelantaron proceso de destitución de su alcaldía?    🤔|489448662||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:46+00:00
425|1524237040069578753|@flamihup @quinterocalle |1519508523650064390||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:43+00:00
426|1524237037905272833|@moissangulo8 @quinterocalle jajaja siga soñando mk |3103537049||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:43+00:00
427|1524237034591825923|@farleyrebellon @quinterocalle @pgn_col @petrogustavo es tuyo |1339789880||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:42+00:00
428|1524237034482802688|@claudiacarrasq @pgn_col @quinterocalle el señor de las bolsas nunca dejó de ser delincuente simplemente cambio de estrategia |1451407963||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:42+00:00
429|1524237033421651970|@quinterocalle adiós rata hpta|1267724130775859200||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:42+00:00
430|1524237032096215040|@quinterocalle culpa a uribe por su mal desempeño en medellín  no faltaba más!|1294349856564219906||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:42+00:00
431|1524237030233886722|@quinterocalle a tomarse las calles ✊🏼  #ddhh #golpedeestado|228129375||{'retweet_count': 0, 'reply_count': 4, 'like_count': 5, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:41+00:00
432|1524237029546110977|@andresper96 @quinterocalle usted si vive al menos en medellín para ver el desastre en qué tiene este pendejo a la ciudad?|77647325||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:41+00:00
433|1524237027767730183|@donizquierdo_ @quinterocalle zombi hp|2356591729||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:41+00:00
434|1524237025083285505|@ericoat @dgonza97 @quinterocalle no lo veo quejándose de la campaña que le hace duque a fico 🙄|300396304||{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:40+00:00
435|1524237019475550209|@quinterocalle @fdbedout y ah petro ahí les hablan  |1070091009244258304||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:39+00:00
436|1524237016501792770|@quinterocalle casi que noo ☝☝☝ en primera fue|1391217218147467265||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:38+00:00
437|1524237015415496704|@estebanrestre @quinterocalle mientras tanto quintero    |1503202728771735552||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:38+00:00
438|1524237010214522880|@quinterocalle esa procuradora le hizo fue un favor a medellín y sus habitantes   ya no aguantabamos más pillaje   |808849939||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:36+00:00
439|1524237003864354816|@fdbedout la malparida @pgn_col uribista suspendió a @quinterocalle por el juego de palabras #elcambioenprimera  todo el uribato bobolón celebra a rabiar en twitter  lo q no alcanzan a comprender  es q gracias a esa bruta malparida  ahora el @pactocol tiene un millón más de votos!! |1254738708||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:35+00:00
440|1524237002815815681|@manu6166rg @quinterocalle vándalos al ataque|755907839508578307||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPad|2022-05-11 03:56:35+00:00
441|1524236996813762560|@vialonty @quinterocalle por  nuestro  cadaver  granhijueputasi  tenemos  q  sacar  palos  los  sacamosno  vamos  a  permitir  in justicia  contra  el  alcalde  quintero|1511460039801942017||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-11 03:56:33+00:00
442|1524236996331376643|@quinterocalle |269630429||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:33+00:00
443|1524236992661409792|@telomerasa0406 @alejandrochar @jaimepumarejo @cedemocra dictatorial y prevaricador    como el sátrapa @alvarouribevel y @pgn_col margarita cabello no han podido revocar al alcalde @quinterocalle deciden este golpe de estado a la democracia    entretanto el títere @ivanduque en abierta campaña de apoyo al narcotráfico   |173141267||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:32+00:00
444|1524236988521529345|@sargentochala @pgn_col @quinterocalle @comandante_ejc pues sencillo sargento  uribe la puso  le toca cumplir así pase por encima de la constitución |448436095||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:31+00:00
445|1524236987963777024|@quinterocalle @quinterocalle tienes prospecto de presidente de 🇨🇴 colombia  @alexflorezh prospecto de excelente gabinete presidencial dios los acompañe en esta lucha|2644845795||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:31+00:00
446|1524236984851521536|@quinterocalle ahora si no somos pelagatos ni borrachos?jajajajajaaja ver cuántos lo acompañaron|716237979262533632||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:30+00:00
447|1524236984201453569|@quinterocalle eso se llama quieto en primera  corruptazo que tenes a medellín patas arriba|754057015035650048||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:30+00:00
448|1524236980674084865|@andreselgury @petrogustavo @quinterocalle @alexflorezh |143238939||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:29+00:00
449|1524236978664968193|@jorgomezpinilla @quinterocalle gracias procuradora pitonisa por el empujón para ganar en la primera vuelta   y volver presidenciable a quintero   para el 2026   una pregunta : el imaginario es algo así como un pajaso mental ?|730141291116437504||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-11 03:56:29+00:00
450|1524236972520353798|@telemedellin mi otrora canal  se volvió la sirvienta del alcalde @quinterocalle que fue revocado  que pesar!!!#revocatoriadanielquintero  |276768969||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-11 03:56:27+00:00
451|1524236964714721280|@quinterocalle denuncie a esa vieja ante los entes internacionales  ella no está actuando en derecho  si no haciéndole el favor al innombrable  ella esta abusando del cargo  denunciela |543740102||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:25+00:00
452|1524236963632586752|el cambio en primera y vas pa fuera @quinterocalle|2418186118||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:25+00:00
453|1524236962160427009|reprocho y rechazo la participación política de @quinterocalle  a la vez  me ofende profundamente la doble moral de las instituciones de control como la @pgn_col para sancionar dichas acciones |253377448||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-11 03:56:25+00:00
