id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
21|1523861018836930564|@isabelsalazarj @petrogustavo ya demostró lo q hace con el poder  abusar y dilapidar $$ en bta fracaso en todo  su programa basado en ideales comunistas falsos obsoletos en rusia  hambre  lucha  bolivar no salen del discurso embaucando a ingenuos  @sergio_fajardo @caracolradio @cmilanoticia |801617737365721088||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:33+00:00
22|1523861015057862657|mira @ficogutierrez lo que uno se encuentra en #tiktok inaceptable esto con @sergio_fajardo #petroelpatrondelmal |140604279||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:32+00:00
23|1523861014030209025|@jcampuzanohoyos @sergio_fajardo @ingrodolfohdez excelente idea!! sería ideal que de alguna manera el voto de centro llegara menos fragmentado|1495563397190066176||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:32+00:00
24|1523861010813267968|@romana_farc @sergio_fajardo @petrogustavo los únicos bandidos que faltaban !|2216847221||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:02:31+00:00
25|1523860993457152003|@profevictorhac @fecode @educalsindicato @sergio_fajardo lo importante es que como gente decente se respete la voluntad de los demás |1434599845382197250||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:27+00:00
26|1523860979146235905|"@sergio_fajardo ""eliminarlo"" políticamente no vale  pero esto si vale en el partido verde: "|3504461956|{'place_id': '68e019afec7d0ba5'}|{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:24+00:00
27|1523860976403193858|@jerobledo @danielsampero @juanmanuelgalan @jorgegomezg_ @gustavotrianasu @delacallehum @otrapreguntaa @sergio_fajardo @noticiasrcn @caracolradio ¿qué le está pasando? usted no era así    como decepcionan   trate de descansar  tomar el sol  relajarse  unas cervezas le caerían bien  o como dice  diomedez unas pre y a uuuliar |972279636||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:02:23+00:00
28|1523860955687436290|@jerobledo @danielsampero @juanmanuelgalan @jorgegomezg_ @gustavotrianasu @delacallehum @otrapreguntaa @sergio_fajardo @noticiasrcn @caracolradio petro presidente|1316176279968854017||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:18+00:00
29|1523860945193385985|como el día que un fajardista me dijo abiertamente que si no ganaba @sergio_fajardo (lo obvio) buscaba la manera de pedir cacao en el gobierno de petrus  historia real  es que dan náuseas |435409291||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:02:15+00:00
30|1523860941732990976|@alfonsoprada @sergio_fajardo @isazuleta @alfonso parada  el desprestigio de la campaña de fico y falsardo  se la hacen ellos mismos con su falta de intelecto y párese ser q las propuestas se q daron en la casa|1500927634141761539||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:15+00:00
