id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
719|1523806785785810944|@ingrodolfohdez @sergio_fajardo 🤣 🔝|183476380||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:27:03+00:00
720|1523806717053710338|@garciacolorad0 invitar al @ingrodolfohdez también a que se una|1100067466926084096||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter Web App|2022-05-09 23:26:46+00:00
721|1523806629375971328|@pallacentauro @parrotcapitan @ingrodolfohdez @sergio_fajardo lea e infórmese   porque ustedes con solo los char ya tienen  y los que están detrás de usted   así que quédese calladita no se ponga a tirar piedra que sale usted más escalabrada |1503157971488059392||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:26:26+00:00
722|1523806597331496960|@ingrodolfohdez @sergio_fajardo deje asi!!! |1331936045114552320||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:26:18+00:00
723|1523806592101384193|@lasillavacia @petrogustavo @ficogutierrez @ingrodolfohdez @sergio_fajardo bogotá siempre antiuribista siempre !|108137926||{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:26:17+00:00
724|1523806557401600000|@mflopezfierro @ingrodolfohdez ok  digamos que es cierto  y cuál es la propuesta?|203208071||{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:26:08+00:00
725|1523806480872652807|si pasamos a segunda vuelta con @ingrodolfohdez  fiesta en mi casa que hptas|1347944591614500868||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:25:50+00:00
726|1523806251435667457|@ingrodolfohdez @sergio_fajardo unansen !!!|458791116||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:24:55+00:00
727|1523806246305890304|@ingrodolfohdez 🤣😅😆😂🤣😅😆😂🤣este viejito es la 💩|1504240113693376515||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:54+00:00
728|1523806219726561281|@vanedelatorre @petrogustavo @veronicalcocerg @veronicalcocerg mujer que pesa quilates! la familia  la sociedad  la democracia y la libertad de pensamiento  no puede generar odio o violencia en la familia y en la sociedad  urge reconciliación  @petrogustavo @franciamarquezm @sergio_fajardo @ingrodolfohdez @ficogutierrez|1272660708262645765||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:24:48+00:00
729|1523806182867095554|@noticiasrcn quedo total mente indicando como es posible que en una entrevista al ingeniero @ingrodolfohdez le muestren una foto de su hija que le    mataron los grupos armados y le preguntén  como se siente    como se sintiria usted esto es no tener cabeza bendiciones para todos|1523755881942425611||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:39+00:00
730|1523806177376751623|@esgm0409 @ingrodolfohdez rodolfo es petrista    fin  |143161466||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:38+00:00
731|1523806153880354816|@figuerjoda @ingrodolfohdez cualquiera menos el terrorista gustavo petro  si es el señor hernández  pues bueno |298277268||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:32+00:00
732|1523806143868461056|@didierlobo_ch @ficogutierrez #campañasuciaes comprar votos con la misma plata que le han robado a los colombianos @ingrodolfohdez presidente|296496129||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:30+00:00
733|1523806127959465984|@ingrodolfohdez vamos a ganar en primera vuelta    💯👍|612204917||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:24:26+00:00
734|1523805942672146432|@gelitagomez @ingrodolfohdez el crédito igual lo tiene que pagar dahhh|1346098410210930689||{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:23:42+00:00
735|1523805850552647680|@ingrodolfohdez @sergio_fajardo si lo dejan gobernar  ese va sacar tanto sinvergüenza corrupto de este pais|1425273539884732416||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:23:20+00:00
736|1523805822366724101|@ingrodolfohdez estimulando la mediocridad 💁🏼‍♀️|130241209||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:23:13+00:00
737|1523805805857882113|@ingrodolfohdez @sergio_fajardo |1259944090130669573||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:23:09+00:00
738|1523805799574687744|@mrironia1981 @ingrodolfohdez @noticiascaracol dónde he dicho que la corrupción no es un problema? señalo que su candidato no tiene más respuestas así el tema no se relacione  o me va a decir que el problema del cambio climá es causada por la corrupción  y si se combate  el medio ambiente lo entenderá y vuelve a su curso?|871880143||{'retweet_count': 0, 'reply_count': 5, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:23:08+00:00
739|1523805727655088128|@tluisito007 @figuerjoda @ingrodolfohdez enrique gomez presidente|964220021378609152||{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:22:51+00:00
740|1523805609174478848|@angeldiazmoy @ingrodolfohdez no le alcanzará para segunda vuelta  el sigue en campaña porque porque si pasa el umbral de votos  ( así no pase a segunda vuelta) el estado le pagará la reposición de votos y quizás sea más de lo que invirtió  el viejo es codicioso como el solo |997997163819995136||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:22:22+00:00
741|1523805489838051334|@lasillavacia @petrogustavo @ficogutierrez @ingrodolfohdez @sergio_fajardo cómo raro fajardo  nunca dice nada|1176539786728869889||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:21:54+00:00
742|1523805451799957505|@ingrodolfohdez @sergio_fajardo la mejor obsion para colombia   sin tanto robo es rodolfo hernández|1425273539884732416||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:21:45+00:00
743|1523805445324177408|@soyunadescocida @josewilmerpache @ficogutierrez @sergio_fajardo @ingrodolfohdez fico es mas alto que   petro   mas limpio   mas joven  mas educado  mas estudiado   menos resentido  menos antecedentes  no ha matado niños como p ni se ha cagado en los que secuestrado   por que  federico  nunca ha  secuestrado|1496665508||{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}|Twitter Web App|2022-05-09 23:21:43+00:00
744|1523805396401537027|@lasillavacia @petrogustavo @ficogutierrez @ingrodolfohdez @sergio_fajardo |1451407963||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-09 23:21:32+00:00
745|1523805371780898816|@ingrodolfohdez @sergio_fajardo como le van a poner al bb ???|1092665599||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-09 23:21:26+00:00
746|1523805365044977664|@javcxa @lasillavacia @petrogustavo @ficogutierrez @ingrodolfohdez no gana  fuerza para rh|261914749||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:21:24+00:00
747|1523805259986087938|omg el tik tok de @ingrodolfohdez es hiper cringe|1260192658854760449||{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}|Twitter for Android|2022-05-09 23:20:59+00:00
748|1523805222522470400|@ingrodolfohdez pobre marica 🤣|928812574354952192||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:20:50+00:00
749|1523805187210727424|@ingrodolfohdez @sergio_fajardo jajajajajaja |3102295719||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:20:42+00:00
750|1523805148174237696|@nathaespinosa16 @ingrodolfohdez @sebasmarquezz y cómo por qué no estás en esa fotoo?|842746422||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:20:32+00:00
751|1523805046642671617|@pallacentauro @dahiana17ar @parrotcapitan @ingrodolfohdez @sergio_fajardo es desproporcionada la comparación  quien sumió (y mantuvo) el país en esta cruda violencia y la pobreza  fueron las castas políticas y sus representantes  se beneficiaron de toda desgracia  los petros  piedades etc   no le llegan a los tobillos |1490569910728146946||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:20:08+00:00
752|1523804990967402497|#fajardo ya tuvo su oportunidad y nos ha demostrado que su palabra no tiene valor  esta vez #yolecreoalviejo #rodolfopresidente @ingrodolfohdez |1038038306397843456||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-09 23:19:55+00:00
